,JID#,SERIES,SHOT,SHOT_CODE,YEAR,MON,DAY,TIME,SITE,LAT,LON,HOLE,HOB,GZALT,TYPE,PUR,YD-MN,YD-MX,YIELD,MAG,DEVICE,WARHEAD,SPONSOR,NATION,UNIX_TIME,GTUNE_ID
1505,USSR521,1976,449,SS,1976,SEP,29,02:59:57,NZ-NS,73.36,54.871, A-14,,,UG-T,WR,20,150,,,,,KB-11,USSR,212813997.0,197609290259
1506,US871,Fulcrum,Gouda,,1976,OCT,6,14:30:00.164,NTS-YF,37.13456,-116.06228, U2ef,-200.1,1272,UG-S,WR,0,20,0.6,3.7,,,LLNL,US,213460200.164,197610061430
1507,PRC20,,,,1976,OCT,17,04:59:58,LN-A,41.708,88.37,,,,UG-T,,10,20,2.6,4.9,,,,PRC,214376398.0,197610170459
1508,USSR522,1976,450,S,1976,OCT,20,07:59:58,NZ-NS,73.398,54.812, A-15,-300,,X UG-T,WR,0.001,20,13,5.1,,,KB-11,USSR,214646398.0,197610200759
1509,USSR523,1976,450,SS,1976,OCT,20,07:59:58,NZ-NS,73.398,54.812, A-15,,,UG-T,WR,0.001,20,,,,,KB-11,USSR,214646398.0,197610200759
1510,USSR524,1976,450,SS,1976,OCT,20,07:59:58,NZ-NS,73.398,54.812, A-15,,,UG-T,FS,0.001,20,,,,,KB-11,USSR,214646398.0,197610200759
1511,USSR525,1976,450,SS,1976,OCT,20,07:59:58,NZ-NS,73.398,54.812, A-15,,,UG-T,SE,0,0.001,0.001,,,,KB-11,USSR,214646398.0,197610200759
1512,USSR526,1976,451,,1976,OCT,30,04:57:00,STS-D,49.83139,78.05722,143,,625,UG-T,WE,0.001,20,2.8,4.62,,,,USSR,215499420.0,197610300457
1513,RF69,1976,Ulysse A,,1976,OCT,30,22:59:59,PMU-R,-21.8,-138.9,,,,UG-S, WR,0,5,1,,,,,RF,215564399.0,197610302259
1514,USSR527,1976,452 Oka,,1976,NOV,5,04:00:00,-RU-YK,61.458,112.86,42,-1525,,UG-S,I-O,S15,,15,5.3,,,,USSR,216014400.0,197611050400
1515,US872,Fulcrum,Sprit,,1976,NOV,10,14:58:00.077,NTS-YF,37.03595,-116.01742, U3hc,-183.18,1192,UG-S,WR,0,20,,,,,LANL,US,216485880.077,197611101458
1516,PRC21,,,,1976,NOV,17,06:00:12,LN-D,40.696,89.627,,,,A-AD,,4000,,4000,4.7,TN,DF-5 wh?,,PRC,217058412.0,197611170600
1517,USSR528,1976,453,,1976,NOV,23,05:02:59,STS-B,50.01306,78.94333, 1207bis,,,UG-S,WR,20,150,74,5.79,,,,USSR,217573379.0,197611230502
1518,US873,Fulcrum,Chevre,,1976,NOV,23,15:15:00.163,NTS-YF,37.17171,-116.05267, U10ay,-317.3,1278,UG-S,WR,0,20,2,,,,LLNL,US,217610100.163,197611231515
1519,RF70,1976,Astanax,,1976,DEC,5,23:00:00,PMU-R,-21.8,-138.9,,,,UG-S, WR,0,5,1,,,,,RF,218674800.0,197612052300
1520,USSR529,1976,454,S,1976,DEC,7,04:56:59,STS-B,49.94389,78.83917,1304,,,UG-S,WR,20,150,54,5.8,,,,USSR,218782619.0,197612070456
1521,USSR530,1976,454,SS,1976,DEC,7,04:57:00,STS-B,49.94389,78.83917,1304,,,UG-S,WR,0.001,20,,,,,,USSR,218782620.0,197612070457
1522,USSR531,1976,455,,1976,DEC,7,04:57:00,STS-B,49.89917,78.78639,1209,,,UG-S,WR,0.001,20,95,5.9,,,,USSR,218782620.0,197612070457
1523,US874,Fulcrum,Redmud,,1976,DEC,8,14:49:30.083,NTS-YF,37.07926,-116.00162, U7ab,-426.72,1269,UG-S,WR,0,20,20,4.9,,,LANL,US,218904570.083,197612081449
1524,US875,Fulcrum,Asiago,,1976,DEC,21,15:09:00.166,NTS-YF,37.12391,-116.06746, U2ar,-330.8,1265,UG-S,WR,0,20,11,,,,LLNL,US,220028940.166,197612211509
1525,US876,Fulcrum,Sutter,,1976,DEC,21,15:58:00.162,NTS-YF,37.1519,-116.06343, U2bw,-200.3,1287,UG-S,WR,0,20,,,,,LLNL,US,220031880.162,197612211558
1526,US877,Fulcrum,Rudder,,1976,DEC,28,18:00:00.076,NTS-YF,37.10049,-116.03646, U7aj(s),-638.56,1255,UG-S,WR,20,150,89,5.5,,,LANL,US,220644000.076,197612281800
1527,USSR532,1976,456,S,1976,DEC,30,03:57:00,STS-D,49.78028,78.03667, 706P,,689,UG-T,WR,0.001,20,10,5.09,,,,USSR,220766220.0,197612300357
1528,USSR533,1976,456,SS,1976,DEC,30,03:57:00,STS-D,49.78028,78.03667, 706P,,689,UG-T,WR,0.001,20,,,,,,USSR,220766220.0,197612300357
1529,US879,Fulcrum,Oarlock,SS,1977,FEB,16,17:53:00.073,NTS-YF,37.01349,-116.02857, U3km,-317.6,1183,UG-S,WR,0,20,8,4.6,,,LANL,US,224963580.073,197702161753
1530,US878,Fulcrum,Cove,S,1977,FEB,16,17:53:00.16,NTS-YF,37.007,-116.032, U3ki,,1181,UG-S,WR,0,20,3,,,,LANL,US,224963580.16,197702161753
1531,RF71,1977,Ulysse B,,1977,FEB,19,23:30:00,PMU-R,-21.84,-138.848,,,,UG-S, WR,5,20,5,4.81,,,,RF,225243000.0,197702192330
1532,US881,Fulcrum,Dofino-Lawton,SS,1977,MAR,8,14:24:00.16,NTS-YF,37.17619,-116.05295, U10ba,-282,1283,UG-S,WR,0,20,,,,,LLNL,US,226679040.16,197703081424
1533,US880,Fulcrum,Dofino,S,1977,MAR,8,14:24:00.164,NTS-YF,37.17619,-116.05295, U10ba,-182.88,1283,UG-S,WR,0,20,0.8,3.8,,,LLNL,US,226679040.164,197703081424
1534,RF72,1977,Nestor,,1977,MAR,19,23:00:59,PMU-R3,4 -21.88700,-138.92,,,,UG-S, WR,20,150,47,5.59,,,,RF,227660459.0,197703192300
1535,USSR534,1977,458,,1977,MAR,29,03:56:58,STS-D?,49.97,78.086,130,,,UG-S,WR,20,150,24,5.4,,,,USSR,228455818.0,197703290356
1536,USSR535,1977,457,S,1977,MAR,29,03:56:59,STS-D,49.77639,78.0175,707,,735,UG-T,WR,0.001,20,25,5.41,,,,USSR,228455819.0,197703290356
1537,USSR536,1977,457,SS,1977,MAR,29,03:57:00,STS-D,49.77639,78.0175,707,,735,UG-T,WR,0.001,20,,,,,,USSR,228455820.0,197703290357
1538,USSR537,1977,457,SS,1977,MAR,29,03:57:00,STS-D,49.77639,78.0175,707,,735,UG-T,SE,0,0.001,0.001,,,,,USSR,228455820.0,197703290357
1539,RF73,1977,Oedipe,,1977,APR,2,23:30:00,PMU-R,-21.8,-138.9,,,,UG-S, WR,0,5,1,,,,,RF,228871800.0,197704022330
1540,US882,Fulcrum,Marsilly,,1977,APR,5,15:00:00.167,NTS-YF,37.12023,-116.06228, U2ei,-689.73,1259,UG-S,WR,20,150,140,5.6,,,LLNL,US,229100400.167,197704051500
1541,USSR538,1977,459,,1977,APR,25,04:07:00,STS-D,49.81333,78.10861, 604P,,770,UG-T,WR,0.001,20,10,5.07,,,,USSR,230789220.0,197704250407
1542,US883,Fulcrum,Bulkhead,,1977,APR,27,15:00:00.084,NTS-YF,37.09479,-116.02788, U7am,-594.36,1259,UG-S,WR,20,150,67,5.4,,,LANL,US,231001200.084,197704271500
1543,US884,Fulcrum,Crewline,,1977,MAY,25,17:00:00.076,NTS-YF,37.09433,-116.04486, U7ap,-564.18,1237,UG-S,WR,20,150,51,5.3,,,LANL,US,233427600.076,197705251700
1544,USSR539,1977,460,,1977,MAY,29,02:57:00,STS-B,49.94639,78.77167,1400,,,UG-S,WR,20,150,44,5.75,,,,USSR,233722620.0,197705290257
1545,US885,Fulcrum,Forefoot,,1977,JUN,2,17:15:00.098,NTS-YF,37.05494,-116.02496, U3kf,-193.55,1207,UG-S,WR,0,20,,,,,LANL,US,234119700.098,197706021715
1546,RF74,1977,Andromaque,,1977,JUN,28,18:15:00,PMU-R,-21.8,-138.9,,-280,,UG-S, SE,0,,0,, ND,,,RF,236369700.0,197706281815
1547,USSR540,1977,461,,1977,JUN,29,03:07:00,STS-B,49.99944,78.86667,1080,,,UG-S,WR,0.001,20,9,5.2,,,,USSR,236401620.0,197706290307
1548,RF75,1977,Ajax,,1977,JUL,6,22:59:58,PMU-R,-21.783,-138.96,,,,UG-S, WR,5,20,20,5.4,,,,RF,237077998.0,197707062259
1549,RF76,1977,Clytemnestre,,1977,JUL,12,23:00:00,PMU-R,-21.8,-138.9,,-280,,UG-S, SE,0,,0,, ND,,,RF,237596400.0,197707122300
1550,USSR541,1977,462 Meteorit-2,,1977,JUL,26,17:00:00,-RU-K,69.575,90.375, M2,-880,,UG-S,I-S,S15,,15,5.0,,,,USSR,238784400.0,197707261700
1551,US886,Fulcrum,Carnelian,,1977,JUL,28,14:07:00.162,NTS-YF,37.09758,-116.10397, U4af,-208,1265,UG-S,WR,0,20,0.6,3.7,,,LLNL,US,238946820.162,197707281407
1552,USSR542,1977,463,S,1977,JUL,30,01:57:00,STS-D,49.75056,78.04917,175,,682,UG-T,WR,0.001,20,11,5.13,,,,USSR,239075820.0,197707300157
1553,USSR543,1977,463,SS,1977,JUL,30,01:57:00,STS-D,49.75056,78.04917,175,,682,UG-T,WR,0.001,20,,,,,,USSR,239075820.0,197707300157
1554,US887,Fulcrum,Strake,,1977,AUG,4,16:40:00.074,NTS-YF,37.08657,-116.00687, U7ae,-517.55,1273,UG-S,WR,20,150,44,5.1,,,LANL,US,239560800.074,197708041640
1555,USSR544,1977,464 Meteorit-5,,1977,AUG,10,22:00:00,-RU,50.955,110.983, M5,-490,,UG-S,I-S,S 8.5,,8.5,5.0,,,,USSR,240098400.0,197708102200
1556,US889,Fulcrum,Gruyere-Gradino,SS,1977,AUG,16,14:41:00.16,NTS-YF,37.14516,-116.04909, U9cg,-320,1263,UG-S,WR,0,20,0.6,3.7,,,LLNL,US,240590460.16,197708161441
1557,US888,Fulcrum,Gruyere,S,1977,AUG,16,14:41:00.165,NTS-YF,37.14516,-116.04909, U9cg,-206.96,1263,UG-S,WR,0,20,,,,,LLNL,US,240590460.165,197708161441
1558,US890,Fulcrum,Flotost,,1977,AUG,16,15:49:00.168,NTS-YF,37.14672,-116.06311, U2ao,-274.93,1284,UG-S,WR,0,20,1.5,4.0,,,LLNL,US,240594540.168,197708161549
1559,USSR545,1977,465,,1977,AUG,17,04:26:59,STS-D,49.83083,78.11389,111,,640,UG-T,WR,0.001,20,8,5.01,,,,USSR,240640019.0,197708170426
1560,US891,Fulcrum,Scupper,,1977,AUG,19,17:32:00.098,NTS-YF,37.01762,-116.03161, U3hj,-449.58,1185,UG-S,WR,0,20,0.2,3.3,,,LANL,US,240859920.098,197708191732
1561,US892,Fulcrum,Scantling,,1977,AUG,19,17:55:00.10,NTS-YF,37.11003,-116.05451, U4h,-701.04,1246,UG-S,WR,20,150,120,5.6,,,LANL,US,240861300.1,197708191755
1562,USSR546,1977,466 Meteorit-3,,1977,AUG,20,22:00:00,-RU-K,64.108,99.558, M3,-600,,UG-S,I-S,S 8.5,,8.5,5.0,,,,USSR,240962400.0,197708202200
1563,USSR547,1977,467,S,1977,SEP,1,02:59:57,NZ-NS,73.339,54.619, A-17,-600,,X UG-T,WR,0.001,20,120,5.71,,,KB-11/A,USSR,241930797.0,197709010259
1564,USSR548,1977,467,SS,1977,SEP,1,02:59:58,NZ-NS,73.339,54.619, A-17,,,UG-T,WR,0.001,20,,,,,KB-11/C,USSR,241930798.0,197709010259
1565,USSR549,1977,467,SS,1977,SEP,1,02:59:58,NZ-NS,73.339,54.619, A-17,,,UG-T,WR,0.001,20,,,,,KB-11/C,USSR,241930798.0,197709010259
1566,USSR550,1977,467,SS,1977,SEP,1,02:59:58,NZ-NS,73.339,54.619, A-17,,,UG-T,WR,20,150,70-130?,,,,KB-11/C,USSR,241930798.0,197709010259
1567,USSR551,1977,468,S,1977,SEP,5,03:02:59,STS-B,50.05556,78.91417,1079,,,UG-S,WR,20,150,78,5.73,,,,USSR,242276579.0,197709050302
1568,USSR552,1977,468,SS,1977,SEP,5,03:03:00,STS-B,50.05556,78.91417,1079,,,UG-S,FS,0.001,20,,,,,,USSR,242276580.0,197709050303
1569,USSR553,1977,469 Meteorit-4,,1977,SEP,10,16:00:00,-RU,57.251,106.551, M4,-540,,UG-S,I,7.6,,7.6,4.8,,,,USSR,242755200.0,197709101600
1570,US893,Fulcrum,Ebbtide,,1977,SEP,15,14:36:30.077,NTS-YF,37.03279,-116.04314, U3kt,-379.48,1194,UG-S,WR,0,20,6,4.5,,,LANL,US,243182190.077,197709151436
1571,PRC22,,,,1977,SEP,17,07:00:00,LN,41.5,88.5,,,,A,,0,20,,,,,,PRC,243327600.0,197709170700
1572,US894,Fulcrum,Coulommiers,,1977,SEP,27,14:00:00.161,NTS-YF,37.15117,-116.06756, U2ei,-530.35,1292,UG-S,WR,20,150,20,4.8,,,LLNL,US,244216800.161,197709271400
1573,USSR554,1977,470 Galit,,1977,SEP,30,06:59:58,-KZ-BA,47.897,48.161, A-V,-1500,,UG-S,I,10,,10,5.0,,,,USSR,244450798.0,197709300659
1574,USSR555,1977,471,,1977,OCT,9,10:59:58,NZ-NS,73.409,54.927, A-7P,-160,,UG-T,WR,0.001,20,5,4.6,,,KB-11,USSR,245242798.0,197710091059
1575,USSR556,1977,472,,1977,OCT,14,06:59:59,-KZ-BA,47.909,47.912, A-II-3,-600,,UG-CS,I,0.1,,0.1,,,,,USSR,245660399.0,197710140659
1576,US895,Cresset,Bobstay,,1977,OCT,26,14:15:00.08,NTS-YF,37.0076,-116.0167, U3jb,-381.3,1180,UG-S,WR,0,20,5,4.4,,,LANL,US,246723300.08,197710261415
1577,USSR557,1977,473,S,1977,OCT,29,03:06:59,STS-D,49.83417,78.08028,136,,638,UG-T,WR,0.001,20,42,5.6,,,,USSR,246942419.0,197710290306
1578,USSR558,1977,473,SS,1977,OCT,29,03:07:00,STS-D,49.83417,78.08028,136,,638,UG-T,FS,0.001,20,,,,,,USSR,246942420.0,197710290307
1579,USSR559,1977,474,,1977,OCT,29,03:07:04,STS-B,50.05222,78.98028,1214,,,UG-S,WR,20,150,50,5.56,,,,USSR,246942424.0,197710290307
1580,USSR560,1977,475,,1977,OCT,30,06:59:59,-KZ-BA,47.909,47.912, A-II-4,-600,,UG-CS,I,0.01,,0.1,,,,,USSR,247042799.0,197710300659
1581,US896,Cresset,Hybla Gold,,1977,NOV,1,18:06:00.07,NTS-RM,37.1878,-116.213, U12e.20,-384.99,2239,UG-T,WE,0,20,10,4.7,,,LANL,US,247255560.07,197711011806
1582,US897,Cresset,Sandreef,,1977,NOV,9,22:00:00.075,NTS-YF,37.07211,-116.05001, U7aq,-700.74,1221,UG-S,WR,20,150,150,5.8,,,LANL,US,247960800.075,197711092200
1583,RF77,1977,Oreste,,1977,NOV,12,01:30:00,PMU-R,-21.8,-138.9,,,,UG-S, WR,0,5,5,5.2,,,,RF,248146200.0,197711120130
1584,USSR561,1977,476,,1977,NOV,12,05:11:00,STS-B,50.05222,78.86444,1073,,,UG-S,WR,0.001,20,,,,,,USSR,248159460.0,197711120511
1585,US898,Cresset,Seamount,,1977,NOV,17,19:30:00.077,NTS-YF,37.02061,-116.02508, U3kp,-370.09,1186,UG-S,WR,0,20,10,4.7,,,LANL,US,248643000.077,197711171930
1586,RF78,1977,Enee,,1977,NOV,24,16:59:59,PMU-R3,4 -21.88400,-138.886,,,,UG-S, WR,20,150,50,5.61,,,,RF,249238799.0,197711241659
1587,USSR562,1977,477,,1977,NOV,27,03:57:00,STS-D,49.75444,78.05028, 18P,,537,UG-T,WR,0.001,20,,,,,,USSR,249451020.0,197711270357
1588,USSR563,1977,478,S,1977,NOV,30,04:06:59,STS-B,49.96722,78.87444, Gluboka,ya,,UG-S,WR,20,150,70,5.89,,,,USSR,249710819.0,197711300406
1589,USSR564,1977,478,SS,1977,NOV,30,04:06:59,STS-B,49.96722,78.87444, Gluboka,ya,,UG-S,WR,0.001,20,,,,,,USSR,249710819.0,197711300406
1590,US899,Cresset,Rib,,1977,DEC,14,15:00:00.17,NTS-YF,37.01755,-116.01791, U3jv,-212.84,1184,UG-S,WR,0,20,0.8,3.8,,,LANL,US,250959600.17,197712141500
1591,US900,Cresset,Farallones,,1977,DEC,14,15:30:00.07,NTS-YF,37.13587,-116.08603, U3fa,-668,1290,UG-S,WR,20,150,150,5.7,,,LLNL,US,250961400.07,197712141530
1592,RF79,1977,Laocoon,,1977,DEC,17,22:00:00,PMU-R,-21.8,-138.9,,,,UG-S, WR,0,5,5,5.09,,,,RF,251244000.0,197712172200
1593,USSR565,1977,479,,1977,DEC,26,04:03:00,STS-D,49.81083,78.05417,803,,722,UG-T,WR,0.001,20,,,,,,USSR,251956980.0,197712260403
1594,USSR566,1977,480,S,1977,DEC,26,04:03:00,STS-D,49.80139,78.12833, 123P,,752,UG-T,WR,0.001,20,6,4.91,,,,USSR,251956980.0,197712260403
1595,USSR567,1977,480,SS,1977,DEC,26,04:03:00,STS-D,49.80194,78.13056, 122P,,711,UG-T,WR,0,0.001,0.001,,,,,USSR,251956980.0,197712260403
1596,USSR568,1977,480,SS,1977,DEC,26,04:03:00,STS-D,49.80194,78.13056, 122P,,711,UG-T,WR,0.001,20,,,,,,USSR,251956980.0,197712260403
1597,USSR569,1977,480,SS,1977,DEC,26,04:03:00,STS-D,49.80194,78.13056, 122P,,711,UG-T,WR,0.001,20,,,,,,USSR,251956980.0,197712260403
1598,US901,Cresset,Campos,,1978,FEB,13,21:53:00.162,NTS-YF,37.12612,-116.03174, U9cp,-319.6,1269,UG-S,WR,0,20,0.8,3.8,,,LLNL,US,256254780.162,197802132153
1599,US902,Cresset,Reblochon,,1978,FEB,23,17:00:00.164,NTS-YF,37.12368,-116.06383, U2en,-658.4,1261,UG-S,WR,20,150,120,5.6,,,LLNL,US,257101200.164,197802231700
1600,RF80,1978,Polypheme,,1978,FEB,27,23:00:00,PMU-R,-21.8,-138.9,,,,UG-S, WR,0,5,1,4.03,,,,RF,257468400.0,197802272300
1601,PRC23,,,,1978,MAR,15,05:00:00,LN,41.5,88.5,,,,A,,6,20,11,,,,,PRC,258786000.0,197803150500
1602,US903,Cresset,Karab,,1978,MAR,16,15:00:00.07,NTS-YF,37.08517,-116.08162, U4ah,-331,1247,UG-S,WR,0,20,1.5,4.0,,,LLNL,US,258908400.07,197803161500
1603,USSR570,1978,481,,1978,MAR,19,03:46:59,STS-SU,49.945,77.704,2691,,,UG-S,WR,0.001,20,13,5.19,,,,USSR,259127219.0,197803190346
1604,RF81,1978,Pylade,,1978,MAR,22,17:30:00,PMU-R,-21.705,-138.934,,,,UG-S, WR,0,5,5,5.09, ER,,,RF,259435800.0,197803221730
1605,US904,Cresset,Topmast,,1978,MAR,23,16:30:00.114,NTS-YF,37.09886,-116.01962, U7ay,-457.81,1282,UG-S,WR,0,20,,,,,LANL,US,259518600.114,197803231630
1606,US905,Cresset,Iceberg,,1978,MAR,23,16:30:00.20,NTS-YF,37.1018,-116.0511, U4g,-640.29,1239,UG-S,WR,20,150,120,5.6,,,LANL,US,259518600.2,197803231630
1607,RF82,1978,Hecube,,1978,MAR,25,17:30:00,PMU-R,-21.8,-138.9,,,,UG-S, WR,0,5,1,,,,,RF,259695000.0,197803251730
1608,USSR571,1978,482,S,1978,MAR,26,03:56:59,STS-D,49.76194,77.9825,701,-260,704,UG-T,WR,0.001,20,30,5.69,,,,USSR,259732619.0,197803260356
1609,USSR572,1978,482,SS,1978,MAR,26,03:57:00,STS-D,49.76194,77.9825,701,,704,UG-T,WR,0.001,20,,,,,,USSR,259732620.0,197803260357
1610,UK29,Cresset,Fondutta,,1978,APR,11,15:30:00.161,NTS-PM,37.29963,-116.3267, U19zs,-633.07,2072,UG-S,WR,20,150,67,5.5,, Chevaline WH?,,UK,261156600.161,197804111530
1611,US906,Cresset,Backbeach,,1978,APR,11,17:45:00.073,NTS-PM,37.23349,-116.36847, U19x,-671.78,2040,UG-S,WR,20,150,100,5.5,,,LANL,US,261164700.073,197804111745
1612,USSR573,1978,483,S,1978,APR,22,03:07:00,STS-D,49.75167,78.13167,204,,579,UG-T,WR,0.001,20,20,5.35,,,,USSR,262062420.0,197804220307
1613,USSR574,1978,483,SS,1978,APR,22,03:07:00,STS-D,49.75167,78.13167,204,,579,UG-T,WR,0.001,20,,,,,,USSR,262062420.0,197804220307
1614,USSR575,1978,483,SS,1978,APR,22,03:07:00,STS-D,49.75167,78.13167,204,,579,UG-T,WR,0.001,20,,,,,,USSR,262062420.0,197804220307
1615,US907,Cresset,Asco,,1978,APR,25,14:35:00.162,NTS-YF,37.15457,-116.03476, U10bc,-183,1285,UG-S,SE,0,20,,,,,LLNL,US,262362900.162,197804251435
1616,US908,Cresset,Transom,,1978,MAY,10,15:00:00.07,NTS-YF,37.08778,-116.05263, U4f,-640,1231,UG-S,WR,0,,0,,,,LANL,US,263660400.07,197805101500
1617,USSR576,1978,484,,1978,MAY,24,03:07:00,STS-D,49.74333,78.05167, 185P,,394,UG-T,SE,0,0.001,0.001,,,,,USSR,264827220.0,197805240307
1618,USSR577,1978,485,,1978,MAY,29,04:56:59,STS-D,49.79139,78.09444, 133P,,686,UG-T,WE,0.001,20,3,4.68,,,,USSR,265265819.0,197805290456
1619,US909,Cresset,Jackpots,,1978,JUN,1,17:00:00.075,NTS-YF,37.02065,-116.03193, U3kj,-304.22,1186,UG-S,WR,0,20,0.6,3.7,,,LANL,US,265568400.075,197806011700
1620,USSR578,1978,486,,1978,JUN,2,00:00:00,STS-D,49.74333,78.05167, 185PP,,394,UG-T,SE,0,0.001,0.001,,,,,USSR,265593600.0,197806020000
1621,USSR579,1978,487,,1978,JUN,11,02:57:00,STS-B,49.91333,78.80194,1010,,,UG-S,WR,20,150,58,5.83,,,,USSR,266381820.0,197806110257
1622,RF83,1978,Xanthois,,1978,JUL,1,17:00:00,PMU-R,-21.8,-138.9,,,,UG-S, WR,0,5,1,,,,,RF,268160400.0,197807011700
1623,USSR580,1978,488,,1978,JUL,5,02:47:00,STS-B,49.9,78.86667,1077,,,UG-S,WR,20,150,87,5.77,,,,USSR,268454820.0,197807050247
1624,US910,Cresset,Satz,,1978,JUL,7,14:00:00.167,NTS-YF,37.11179,-116.07713, U2dq,-315,1263,UG-S,WR,0,20,1.5,4.0,,,LLNL,US,268668000.167,197807071400
1625,US911,Cresset,Lowball,,1978,JUL,12,17:00:00.08,NTS-YF,37.0787,-116.0438, U7av,-564.88,1225,UG-S,WR,20,150,99,5.6,,,LANL,US,269110800.08,197807121700
1626,RF84,1978,Ares,,1978,JUL,19,18:00:00,PMU-R,-21.8,-138.9,,,,UG-S, WR,5,20,5,4.4,,,,RF,269719200.0,197807191800
1627,RF85,1978,Idomenee,,1978,JUL,26,23:00:00,PMU-R,-21.8,-138.9,,,,UG-S, WR,0,5,4,4.73,,,,RF,270342000.0,197807262300
1628,USSR581,1978,489,S,1978,JUL,28,02:46:59,STS-D,49.755,78.145,104,,623,UG-T,WR,20,150,60,5.75,,,,USSR,270442019.0,197807280246
1629,USSR582,1978,489,SS,1978,JUL,28,02:46:59,STS-D,49.755,78.145,104,,623,UG-T,WR,0.001,20,,,,,,USSR,270442019.0,197807280246
1630,USSR583,1978,489,SS,1978,JUL,28,02:46:59,STS-D,49.755,78.145,104,,623,UG-T,WR,0.001,20,,,,,,USSR,270442019.0,197807280246
1631,USSR584,1978,489,SS,1978,JUL,28,02:46:59,STS-D,49.755,78.145,104,,623,UG-T,WR,0.001,20,,,,,,USSR,270442019.0,197807280246
1632,USSR585,1978,489,SS,1978,JUL,28,02:46:59,STS-D,49.755,78.145,104,,623,UG-T,WR,0.001,20,,,,,,USSR,270442019.0,197807280246
1633,USSR586,1978,490 Kraton-4,,1978,AUG,9,18:00:00,-RU,63.678,125.522, KR-4,-560,,UG-S,I-S,S22,,22,5.6,,,,USSR,271533600.0,197808091800
1634,USSR587,1978,491,S,1978,AUG,10,07:59:57,NZ-NS,73.291,54.883, A-18,,,UG-T,WR,0.001,20,180,6.04,,,KB-11,USSR,271583997.0,197808100759
1635,USSR588,1978,491,SS,1978,AUG,10,07:59:57,NZ-NS,73.291,54.883, A-18,,,UG-T,WR,0.001,20,,,,,KB-11,USSR,271583997.0,197808100759
1636,USSR589,1978,491,SS,1978,AUG,10,07:59:57,NZ-NS,73.291,54.883, A-18,,,UG-T,WR,0.001,20,,,,,KB-11,USSR,271583997.0,197808100759
1637,USSR590,1978,491,SS,1978,AUG,10,07:59:57,NZ-NS,73.291,54.883, A-18,,,UG-T,WR,0.001,20,,,,,KB-11,USSR,271583997.0,197808100759
1638,USSR591,1978,491,SS,1978,AUG,10,07:59:57,NZ-NS,73.291,54.883, A-18,-500,,UG-T,WR,20,150,,,,,KB-11,USSR,271583997.0,197808100759
1639,USSR592,1978,491,SS,1978,AUG,10,07:59:57,NZ-NS,73.291,54.883, A-18,,,UG-T,FS,0.001,20,,,,,KB-11,USSR,271583997.0,197808100759
1640,USSR593,1978,492 Kraton-3,,1978,AUG,24,18:00:00,-RU,65.925,112.338, KR-3,-577,,UG-S,I-S,S22,,22,5.1,,,,USSR,272829600.0,197808241800
1641,USSR594,1978,493,S,1978,AUG,29,02:36:59,STS-D,49.81333,78.10861,107,,770,UG-T,WR,0.001,20,14,5.2,,,,USSR,273206219.0,197808290236
1642,USSR595,1978,493,SS,1978,AUG,29,02:37:00,STS-D,49.81333,78.10861,107,,770,UG-T,WR,0.001,20,,,,,,USSR,273206220.0,197808290237
1643,USSR596,1978,493,SS,1978,AUG,29,02:37:00,STS-D,49.81333,78.10861,107,,770,UG-T,SE,0,0.001,0.001,,,,,USSR,273206220.0,197808290237
1644,USSR597,1978,494,,1978,AUG,29,02:37:08,STS-B,50.00611,78.96722,1228,,,UG-S,WR,20,150,119,5.9,,,,USSR,273206228.0,197808290237
1645,US912,Cresset,Panir,,1978,AUG,31,14:00:00.164,NTS-PM,37.27593,-116.35734, U19ys,-681,2013,UG-S,WR,20,150,140,5.6,,,LLNL,US,273420000.164,197808311400
1646,USSR598,1978,495,,1978,SEP,12,04:59:58,-KZ-BA,47.909,47.912, A-II-5,-600,,UG-CS,I,0.08,,0.08,,,,,USSR,274424398.0,197809120459
1647,US913,Cresset,Diablo Hawk,,1978,SEP,13,15:15:00.16,NTS-RM,37.2088,-116.2108, U12n.10a,-388,2212,UG-T,WE,0,20,8,4.6,,,LLNL,US,274547700.16,197809131515
1648,USSR599,1978,496,,1978,SEP,15,02:36:59,STS-B,49.92833,78.86167,1211,,,UG-S,WR,20,150,81,5.89,,,,USSR,274675019.0,197809150236
1649,USSR600,1978,497,,1978,SEP,20,05:03:00,STS-D,49.79861,78.15, 605P,,660,UG-T,WE,0.001,20,1.1,4.3,,,,USSR,275115780.0,197809200503
1650,USSR601,1978,498 Kraton-2,,1978,SEP,21,15:00:00,-RU-K,66.598,86.21, KR-2,-890,,UG-S,I-S,S15,,15,5.2,,,,USSR,275238000.0,197809211500
1651,USSR602,1978,499,S,1978,SEP,27,02:04:58,NZ-NS,73.349,54.676, A-19,-350,,UG-T,WR,20,150,60,5.63,,,KB-11,USSR,275709898.0,197809270204
1652,USSR603,1978,499,SS,1978,SEP,27,02:04:58,NZ-NS,73.349,54.676, A-19,,,UG-T,WR,0.001,20,,,,,KB-11,USSR,275709898.0,197809270204
1653,USSR604,1978,499,SS,1978,SEP,27,02:04:58,NZ-NS,73.349,54.676, A-19,,,UG-T,WR,0.001,20,,,,,KB-11,USSR,275709898.0,197809270204
1654,USSR605,1978,499,SS,1978,SEP,27,02:04:58,NZ-NS,73.349,54.676, A-19,,,UG-T,WR,0.001,20,,,,,KB-11,USSR,275709898.0,197809270204
